GAME_ID,VISITOR_TEAM_ID,HOME_TEAM_ID,TEAM_A,TEAM_H,GAME_DATE_EST,SEASON,Spread,Total,OREB,PTS_home,FT_PCT_home,AST_home,PTS_away,FT_PCT_away,AST_away,FTA_H,STL_H,BLK_H,PF_H,FTA_A,STL_A,BLK_A,PF_A,POSS_H,POSS_A,eFG_PCT_H,eFG_PCT_A,TO_PCT_H,TO_PCT_A,DREB_PCT_H,DREB_PCT_A,W_PCT_H,W_PCT_A
21201125,1610612759,1610612760,San Antonio,Oklahoma City,4/4/13,2012,12,188,20,100,0.923,21,88,0.824,21,13,7,13,17,17,7,5,10,87.0912,85.9008,0.536170732,0.446198795,0.137786596,0.116413351,0.775510204,0.785714286,0.733,0.737
21201126,1610612748,1610612766,Miami,Charlotte,4/5/13,2012,-10,168,34,79,0.909,13,89,0.824,26,22,11,4,11,17,6,8,17,84.1728,82.0608,0.335090909,0.543217391,0.154444191,0.243721728,0.676470588,0.566037736,0.237,0.787
21201127,1610612739,1610612738,Cleveland,Boston,4/5/13,2012,-6,188,25,91,0.591,23,97,0.846,16,22,7,7,24,26,5,7,20,95.6928,95.4624,0.437741573,0.420870787,0.114951177,0.146654599,0.680851064,0.811320755,0.513,0.307
21201128,1610612749,1610612752,Milwaukee,New York,4/5/13,2012,18,184,20,101,0.875,17,83,0.722,16,8,6,2,18,18,5,2,16,85.9392,85.3632,0.528348315,0.460947368,0.104725201,0.152290448,0.826086957,0.727272727,0.653,0.48
21201129,1610612755,1610612737,Philadelphia,Atlanta,4/5/13,2012,-11,191,17,90,0.63,23,101,0.75,24,27,5,4,19,24,8,4,19,87.2448,86.9376,0.500232877,0.5193,0.137544014,0.126527532,0.760869565,0.860465116,0.545,0.413
21201130,1610612760,1610612754,Oklahoma City,Indiana,4/5/13,2012,-22,172,24,75,0.792,13,97,0.826,18,24,6,3,19,23,4,4,21,81.1776,81.7152,0.388854167,0.499615385,0.135505361,0.146851504,0.594594595,0.808510638,0.632,0.737
21201131,1610612753,1610612741,Orlando,Chicago,4/5/13,2012,1,173,19,87,0.929,19,86,0.824,18,14,10,6,12,17,6,7,15,86.5536,86.8608,0.450780488,0.45,0.127088879,0.149664751,0.736842105,0.795454545,0.56,0.247
21201132,1610612761,1610612750,Toronto,Minnesota,4/5/13,2012,-2,188,18,93,0.75,23,95,0.688,18,40,9,3,17,16,6,6,26,86.976,90.2784,0.47038806,0.494558824,0.149466519,0.143999008,0.75,0.805555556,0.373,0.382
21201133,1610612740,1610612762,New Orleans,Utah,4/5/13,2012,12,178,22,95,0.545,28,83,0.85,13,11,10,8,25,20,7,5,20,85.2864,85.248,0.577415584,0.429012987,0.187603182,0.187687688,0.666666667,0.75,0.519,0.342
21201134,1610612744,1610612756,Golden State,Phoenix,4/5/13,2012,-4,218,19,107,0.824,19,111,0.875,26,17,6,5,17,16,15,1,21,90.7008,91.2384,0.645708333,0.564372093,0.242555744,0.153444164,0.707317073,0.72,0.303,0.579
21201135,1610612742,1610612758,Dallas,Sacramento,4/5/13,2012,-9,225,21,108,0.774,20,117,1,30,31,5,1,16,19,7,4,20,96.6144,94.4256,0.482517241,0.544333333,0.124205087,0.095313135,0.785714286,0.739130435,0.355,0.487
21201136,1610612745,1610612757,Houston,Portland,4/5/13,2012,-18,214,24,98,0.833,23,116,0.743,24,24,8,2,21,35,8,4,18,96.5376,89.664,0.428989011,0.592026316,0.134662556,0.133832976,0.75,0.708333333,0.434,0.566
21201137,1610612763,1610612747,Memphis,L.A. Lakers,4/5/13,2012,2,170,16,86,0.722,22,84,0.714,24,18,5,2,17,7,12,4,16,88.2432,84.5568,0.492783784,0.459418605,0.203981723,0.08278459,0.813953488,0.777777778,0.526,0.671
21201138,1610612754,1610612764,Indiana,Washington,4/6/13,2012,19,189,16,104,0.71,19,85,0.8,17,31,10,7,22,15,2,1,21,91.8144,92.736,0.519291139,0.42444186,0.098023839,0.150966184,0.777777778,0.860465116,0.382,0.623
21201139,1610612766,1610612751,Charlotte,Brooklyn,4/6/13,2012,9,201,24,105,0.733,17,96,0.739,18,30,8,7,17,23,4,6,24,86.592,88.4352,0.5192375,0.49370625,0.092387288,0.169615719,0.69047619,0.731707317,0.579,0.234
21201140,1610612755,1610612748,Philadelphia,Miami,4/6/13,2012,19,193,23,106,0.857,25,87,0.75,12,14,5,3,16,20,6,2,14,83.6736,84.288,0.566337349,0.438585366,0.107560808,0.106776765,0.755102041,0.725,0.789,0.408
21201141,1610612765,1610612750,Detroit,Minnesota,4/6/13,2012,6,208,26,107,0.763,23,101,0.714,22,38,16,6,20,21,10,6,25,94.7712,93.3504,0.470180723,0.573,0.147724203,0.257095845,0.676470588,0.666666667,0.382,0.325
21201142,1610612761,1610612749,Toronto,Milwaukee,4/6/13,2012,17,183,17,100,0.759,27,83,0.87,18,29,11,12,22,23,9,4,21,90.9696,97.0752,0.5135,0.379072289,0.164890249,0.164820675,0.794871795,0.75,0.487,0.377
21201143,1610612737,1610612759,Atlanta,San Antonio,4/6/13,2012,2,196,18,99,0.828,24,97,0.88,23,29,5,12,21,25,10,2,23,94.8096,93.12,0.46875,0.452144578,0.158211827,0.128865979,0.816326531,0.763157895,0.74,0.538
21201144,1610612745,1610612743,Houston,Denver,4/6/13,2012,18,246,24,132,0.619,40,114,0.688,30,21,12,4,26,32,5,10,22,100.0704,99.9168,0.600555556,0.554385542,0.089936685,0.180149885,0.75,0.697674419,0.688,0.558
21201145,1610612752,1610612760,New York,Oklahoma City,4/7/13,2012,-5,245,29,120,0.84,23,125,0.75,22,25,5,11,22,24,5,4,19,87.36,86.9376,0.634647436,0.575612903,0.137362637,0.069015018,0.586956522,0.6875,0.727,0.658
21201146,1610612747,1610612746,L.A. Lakers,L.A. Clippers,4/7/13,2012,14,204,26,109,0.81,26,95,0.733,25,21,6,1,22,30,6,5,14,83.7504,86.592,0.547625,0.480105263,0.119402415,0.12703252,0.772727273,0.619047619,0.662,0.519
21201147,1610612764,1610612738,Washington,Boston,4/7/13,2012,11,203,18,107,0.81,26,96,0.667,23,21,11,2,19,12,8,6,17,90.4704,93.3888,0.584,0.499875,0.154746746,0.171326754,0.727272727,0.8,0.519,0.377
21201148,1610612753,1610612739,Orlando,Cleveland,4/7/13,2012,6,176,36,91,0.833,24,85,0.727,21,24,7,8,18,22,9,7,17,92.6976,90.8928,0.399348315,0.383561111,0.151028721,0.154027602,0.648148148,0.666666667,0.316,0.244
21201149,1610612763,1610612758,Memphis,Sacramento,4/7/13,2012,-2,176,18,87,0.786,18,89,0.759,17,28,9,4,24,29,9,12,25,93.4272,88.0896,0.401209877,0.458568493,0.149849294,0.15892909,0.794871795,0.787234043,0.351,0.675
21201150,1610612741,1610612765,Chicago,Detroit,4/7/13,2012,14,184,16,99,0.706,25,85,0.64,20,17,6,2,23,25,7,5,18,82.0608,83.52,0.595643836,0.472547945,0.158419123,0.131704981,0.8,0.757575758,0.333,0.553
21201151,1610612762,1610612744,Utah,Golden State,4/7/13,2012,-7,187,21,90,0.722,21,97,0.857,29,18,5,2,15,7,10,6,14,86.3232,87.4368,0.520324324,0.5175,0.185349941,0.148678817,0.717391304,0.783783784,0.571,0.526
21201152,1610612740,1610612756,New Orleans,Phoenix,4/7/13,2012,-3,187,24,92,0.895,20,95,0.931,19,19,8,4,24,29,7,6,25,91.5456,89.0496,0.46870625,0.42503125,0.174776286,0.168445451,0.659090909,0.785714286,0.299,0.351
21201153,1610612742,1610612757,Dallas,Portland,4/7/13,2012,-5,187,19,91,0.813,23,96,0.75,28,16,8,3,16,12,9,7,11,91.2384,90.5088,0.488025,0.483683333,0.153444164,0.132583793,0.717391304,0.853658537,0.429,0.494
21201154,1610612739,1610612754,Cleveland,Indiana,4/9/13,2012,5,193,32,99,0.674,13,94,0.867,18,46,14,6,14,15,5,7,29,86.6304,90.816,0.430316456,0.476647059,0.103889628,0.187191684,0.658536585,0.581395349,0.628,0.312
21201155,1610612755,1610612751,Philadelphia,Brooklyn,4/9/13,2012,21,187,32,104,0.652,16,83,0.8,16,23,7,7,16,20,6,2,17,85.5552,84.288,0.47888172,0.41875,0.116883603,0.083048595,0.843137255,0.52,0.584,0.403
21201156,1610612764,1610612752,Washington,New York,4/9/13,2012,21,219,16,120,0.714,26,99,0.7,18,14,7,3,24,30,6,2,14,89.4336,88.512,0.6881,0.506948052,0.134177759,0.14687274,0.755555556,0.84375,0.662,0.372
21201157,1610612749,1610612748,Milwaukee,Miami,4/9/13,2012,11,177,19,94,1,22,83,0.571,19,10,12,3,13,14,13,2,15,91.584,91.3536,0.477539773,0.5,0.185621943,0.207983046,0.875,0.695652174,0.792,0.481
21201158,1610612761,1610612741,Toronto,Chicago,4/9/13,2012,-3,199,16,98,0.7,24,101,0.833,22,20,3,2,21,24,6,3,21,88.128,84.0576,0.488116279,0.562625,0.113471314,0.095172834,0.9,0.697674419,0.545,0.385
21201159,1610612766,1610612763,Charlotte,Memphis,4/9/13,2012,19,169,23,94,0.65,17,75,0.722,13,20,6,7,16,18,2,6,17,81.408,83.4432,0.494310976,0.3875125,0.07370283,0.119842,0.765957447,0.733333333,0.679,0.231
21201160,1610612756,1610612745,Phoenix,Houston,4/9/13,2012,3,199,26,101,0.875,19,98,0.789,24,24,11,5,16,19,9,5,20,93.6576,98.2656,0.464883721,0.482674419,0.170835042,0.193353524,0.725,0.666666667,0.564,0.295
21201161,1610612760,1610612762,Oklahoma City,Utah,4/9/13,2012,-10,170,16,80,0.786,22,90,0.944,18,14,6,8,19,18,12,7,19,92.3136,84.4032,0.436303797,0.450611111,0.184154881,0.106631028,0.787234043,0.857142857,0.519,0.731
21201162,1610612740,1610612747,New Orleans,L.A. Lakers,4/9/13,2012,8,200,17,104,0.773,26,96,0.944,23,22,9,8,16,18,7,4,24,90.8928,94.9632,0.550303797,0.469761905,0.165029573,0.157955924,0.804878049,0.756756757,0.526,0.346
21201163,1610612750,1610612744,Minnesota,Golden State,4/9/13,2012,16,194,18,105,0.773,24,89,0.8,29,22,7,6,19,20,6,6,18,97.6128,98.688,0.483989011,0.405844444,0.133179255,0.101329442,0.888888889,0.76,0.577,0.377
21201164,1610612737,1610612755,Atlanta,Philadelphia,4/10/13,2012,-23,225,21,101,0.909,21,124,0.947,34,22,5,0,17,19,8,2,17,96.6528,96.3456,0.459732955,0.582,0.155194676,0.103793012,0.763157895,0.744680851,0.397,0.544
21201165,1610612748,1610612764,Miami,Washington,4/10/13,2012,-5,201,21,98,0.714,19,103,0.87,19,21,15,5,20,23,7,6,18,92.3904,91.3152,0.5187125,0.553433333,0.173178166,0.240923745,0.675675676,0.795454545,0.367,0.795
21201166,1610612749,1610612753,Milwaukee,Orlando,4/10/13,2012,10,216,33,113,0.375,27,103,0.654,26,8,6,3,19,26,7,11,16,106.0992,105.0624,0.504674312,0.425643564,0.150802268,0.114217836,0.745762712,0.694915254,0.253,0.474
21201167,1610612765,1610612739,Detroit,Cleveland,4/10/13,2012,-7,215,18,104,0.808,21,111,0.643,20,26,3,8,28,42,6,1,20,88.7424,94.5408,0.506292683,0.525,0.135222847,0.052887219,0.87804878,0.682926829,0.308,0.342
21201168,1610612751,1610612738,Brooklyn,Boston,4/10/13,2012,-8,194,19,93,0.765,20,101,0.893,19,17,4,2,21,28,8,3,21,86.8608,85.7472,0.494037037,0.513047297,0.138152078,0.139946261,0.75,0.75,0.513,0.59
21201169,1610612756,1610612742,Phoenix,Dallas,4/10/13,2012,-11,193,26,91,0.81,21,102,0.941,25,21,6,8,17,17,7,11,17,89.5104,90.7008,0.4353,0.483348315,0.14523452,0.110252611,0.75,0.72,0.487,0.304
21201170,1610612740,1610612758,New Orleans,Sacramento,4/10/13,2012,11,231,22,121,0.739,26,110,0.8,19,23,10,7,28,35,6,5,18,94.1952,93.504,0.611823529,0.525423077,0.127395026,0.181810404,0.682926829,0.756756757,0.359,0.342
21201171,1610612747,1610612757,L.A. Lakers,Portland,4/10/13,2012,-7,219,15,106,0.9,24,113,0.875,19,20,10,0,24,24,7,9,17,91.008,88.8576,0.517658824,0.630123288,0.10988045,0.168809421,0.785714286,0.785714286,0.423,0.532
21201172,1610612759,1610612743,San Antonio,Denver,4/10/13,2012,10,182,28,96,0.571,26,86,0.706,24,21,8,9,16,17,10,6,17,92.3904,91.6608,0.487883721,0.424931034,0.184001801,0.141827259,0.755102041,0.659574468,0.692,0.731
21201173,1610612750,1610612746,Minnesota,L.A. Clippers,4/10/13,2012,16,206,23,111,0.75,34,95,0.864,23,16,8,11,19,22,12,4,14,90.2784,91.8528,0.642454545,0.42235,0.221536935,0.09798286,0.745098039,0.714285714,0.667,0.372
21201174,1610612752,1610612741,New York,Chicago,4/11/13,2012,7,229,22,118,0.811,23,111,0.773,18,37,7,9,21,22,2,5,28,97.2288,104.3328,0.505413793,0.452028846,0.082280147,0.067092995,0.781818182,0.8,0.551,0.654
21201175,1610612760,1610612744,Oklahoma City,Golden State,4/11/13,2012,-19,213,17,97,0.615,16,116,0.87,30,26,10,3,19,23,10,10,21,100.2624,96.1152,0.481714286,0.578216867,0.159581259,0.176871088,0.761904762,0.837209302,0.57,0.734
21201176,1610612741,1610612761,Chicago,Toronto,4/12/13,2012,9,185,21,97,0.818,22,88,0.786,22,33,10,7,13,14,6,1,24,84.9792,85.5936,0.485888889,0.500441558,0.152978611,0.186929864,0.72972973,0.725,0.392,0.544
21201177,1610612755,1610612764,Philadelphia,Washington,4/12/13,2012,-11,183,24,86,0.619,21,97,0.909,29,21,7,7,13,11,11,3,13,96.2304,93.9264,0.419752874,0.467612903,0.176659351,0.117112974,0.755555556,0.734693878,0.363,0.405
21201178,1610612751,1610612754,Brooklyn,Indiana,4/12/13,2012,-8,226,24,109,0.808,25,117,0.808,24,26,9,7,24,26,8,6,24,91.6224,91.6224,0.54999375,0.585170732,0.174629785,0.152801062,0.657142857,0.692307692,0.62,0.595
21201179,1610612749,1610612737,Milwaukee,Atlanta,4/12/13,2012,5,213,21,109,0.68,26,104,0.688,27,25,14,5,13,16,14,4,19,100.8,99.8784,0.541294118,0.50536413,0.168650794,0.180219146,0.745098039,0.813953488,0.55,0.468
21201180,1610612738,1610612748,Boston,Miami,4/12/13,2012,8,210,14,109,0.679,28,101,1,15,28,6,5,14,13,9,1,18,88.6272,90.9312,0.633549296,0.517311765,0.157965049,0.142965231,0.780487805,0.833333333,0.797,0.506
21201181,1610612766,1610612765,Charlotte,Detroit,4/12/13,2012,20,206,24,113,0.75,31,93,0.824,18,20,10,3,20,17,10,5,17,94.848,94.5408,0.590325301,0.506692308,0.231950067,0.232703764,0.769230769,0.615384615,0.35,0.228
21201182,1610612752,1610612739,New York,Cleveland,4/12/13,2012,-10,192,27,91,0.708,17,101,0.647,15,24,7,2,16,17,11,5,21,84.0576,85.9008,0.468012658,0.569265823,0.166552459,0.162978692,0.731707317,0.673469388,0.304,0.658
21201183,1610612746,1610612740,L.A. Clippers,New Orleans,4/12/13,2012,-3,189,29,93,0.531,21,96,0.679,28,32,3,1,23,28,6,5,24,86.4768,88.6272,0.458168675,0.493833333,0.138765542,0.135398614,0.743589744,0.62,0.338,0.671
21201184,1610612763,1610612745,Memphis,Houston,4/12/13,2012,-4,160,27,78,0.75,18,82,0.679,18,28,4,7,26,28,10,8,22,87.6672,85.7472,0.385378378,0.379108434,0.228135494,0.06997313,0.75,0.680851064,0.557,0.684
21201185,1610612743,1610612742,Denver,Dallas,4/12/13,2012,3,213,28,108,0.579,29,105,0.714,22,19,7,9,16,21,14,4,18,103.0656,103.9104,0.510863158,0.483967742,0.184348609,0.18284984,0.74,0.6875,0.494,0.684
21201186,1610612758,1610612759,Sacramento,San Antonio,4/12/13,2012,7,209,13,108,0.857,28,101,0.8,26,21,7,12,14,15,13,4,16,94.3104,95.616,0.583967532,0.499797753,0.169652552,0.135960509,0.804347826,0.862068966,0.734,0.354
21201187,1610612750,1610612762,Minnesota,Utah,4/12/13,2012,7,207,15,107,0.882,23,100,0.952,21,17,8,4,19,21,10,3,18,87.8208,84.7104,0.638520833,0.513333333,0.204962833,0.11804926,0.769230769,0.785714286,0.525,0.367
21201188,1610612760,1610612757,Oklahoma City,Portland,4/12/13,2012,-16,196,17,90,0.667,20,106,0.81,16,18,4,1,15,21,8,9,17,93.0432,88.5504,0.443090909,0.577428571,0.118224653,0.146809049,0.787878788,0.76744186,0.418,0.738
21201189,1610612744,1610612747,Golden State,L.A. Lakers,4/12/13,2012,2,234,18,118,0.76,22,116,0.813,25,50,2,2,17,16,7,4,33,93.12,93.1584,0.605909091,0.530690722,0.128865979,0.08587524,0.6875,0.90625,0.538,0.563
21201190,1610612749,1610612766,Milwaukee,Charlotte,4/13/13,2012,10,180,20,95,0.708,23,85,0.667,23,24,6,5,18,12,6,3,20,89.8176,91.4688,0.487975,0.442666667,0.155871455,0.131192275,0.82,0.710526316,0.238,0.463
21201191,1610612738,1610612753,Boston,Orlando,4/13/13,2012,-32,208,19,88,0.867,23,120,0.737,27,15,5,4,16,19,10,4,15,93.696,91.5456,0.452108434,0.654728395,0.213456284,0.142005733,0.8,0.720930233,0.25,0.513
21201192,1610612746,1610612763,L.A. Clippers,Memphis,4/13/13,2012,-4,178,24,87,0.65,19,91,0.611,18,20,6,5,20,18,9,8,20,86.208,79.6032,0.446180723,0.5005,0.115998515,0.087936163,0.720930233,0.733333333,0.675,0.675
21201193,1610612756,1610612750,Phoenix,Minnesota,4/13/13,2012,12,198,16,105,0.895,19,93,0.714,28,19,17,6,14,14,10,3,22,94.4256,97.1136,0.530144578,0.568643836,0.190626271,0.278024911,0.833333333,0.725,0.375,0.3
21201194,1610612741,1610612748,Chicago,Miami,4/14/13,2012,12,198,15,105,0.659,23,93,0.774,16,41,7,8,27,31,7,1,30,95.0784,94.6944,0.556864286,0.421060976,0.15776454,0.147844012,0.784313725,0.894736842,0.8,0.538
21201195,1610612751,1610612761,Brooklyn,Toronto,4/14/13,2012,6,180,20,93,0.714,19,87,0.579,23,21,4,1,19,19,8,5,20,89.5104,85.7856,0.475585366,0.452678571,0.134062634,0.081598776,0.791666667,0.736842105,0.4,0.588
21201196,1610612754,1610612752,Indiana,New York,4/14/13,2012,10,170,21,90,0.818,15,80,0.615,20,11,11,2,24,26,6,3,19,86.2464,85.8624,0.494103659,0.4926,0.127541555,0.302810078,0.648648649,0.8,0.663,0.613
21201197,1610612739,1610612755,Cleveland,Philadelphia,4/14/13,2012,14,168,23,91,0.636,27,77,0.667,22,11,9,9,12,15,5,6,12,89.1264,93.696,0.488517442,0.394458824,0.134640241,0.20278347,0.69047619,0.782608696,0.413,0.3
21201198,1610612757,1610612743,Portland,Denver,4/14/13,2012,9,227,21,118,0.889,30,109,0.808,26,27,15,7,22,26,5,3,21,100.6848,98.3424,0.580432099,0.536170732,0.208571701,0.213539633,0.714285714,0.735294118,0.688,0.413
21201199,1610612742,1610612740,Dallas,New Orleans,4/14/13,2012,-18,196,29,89,0.778,22,107,1,27,18,4,2,12,8,6,6,16,81.5232,84.9792,0.430712644,0.575377907,0.122664469,0.094140684,0.75,0.615384615,0.333,0.5
21201200,1610612758,1610612745,Sacramento,Houston,4/14/13,2012,21,221,21,121,0.75,28,100,0.824,24,24,11,12,17,17,10,10,21,100.3776,103.1808,0.62023494,0.43,0.169360495,0.145375884,0.727272727,0.833333333,0.563,0.35
21201201,1610612759,1610612747,San Antonio,L.A. Lakers,4/14/13,2012,5,177,26,91,0.645,18,86,0.737,25,31,6,7,14,19,11,8,23,92.7744,91.5456,0.417888235,0.404674157,0.150903698,0.087388143,0.807692308,0.692307692,0.543,0.725
21201202,1610612752,1610612766,New York,Charlotte,4/15/13,2012,11,201,7,106,0.929,35,95,1,27,14,4,6,15,13,5,1,15,83.6736,86.1312,0.628310811,0.518518987,0.131463209,0.092881557,0.916666667,0.846153846,0.247,0.654
21201203,1610612741,1610612753,Chicago,Orlando,4/15/13,2012,-18,186,23,84,0.606,16,102,0.692,33,33,8,6,14,13,6,4,25,84.0192,83.2512,0.432513514,0.619953333,0.16662858,0.168165744,0.75,0.642857143,0.247,0.543
21201204,1610612748,1610612739,Miami,Cleveland,4/15/13,2012,-1,191,23,95,0.632,20,96,0.63,25,19,8,5,22,27,2,8,19,82.9056,81.4848,0.482098837,0.598424242,0.060309557,0.208627867,0.714285714,0.729166667,0.296,0.802
21201205,1610612764,1610612751,Washington,Brooklyn,4/15/13,2012,5,207,31,106,0.481,12,101,0.75,24,27,13,2,18,20,8,6,23,93.9648,90.048,0.505070652,0.558,0.148991963,0.210998579,0.694444444,0.622641509,0.593,0.358
21201206,1610612755,1610612765,Philadelphia,Detroit,4/15/13,2012,8,210,25,109,0.818,23,101,0.81,25,22,7,3,21,21,10,5,15,90.8928,91.4304,0.548216867,0.482517241,0.154027602,0.131247375,0.704545455,0.684210526,0.358,0.407
21201207,1610612743,1610612749,Denver,Milwaukee,4/15/13,2012,-1,223,36,111,0.652,25,112,0.696,21,23,10,6,24,46,5,5,24,98.9952,100.0704,0.480025,0.470329412,0.111116499,0.169880404,0.590909091,0.689655172,0.457,0.691
21201208,1610612763,1610612742,Memphis,Dallas,4/15/13,2012,-6,200,24,97,0.8,18,103,0.8,24,25,7,3,22,25,10,3,22,90.24,87.36,0.50625,0.51870625,0.166223404,0.183150183,0.636363636,0.80952381,0.494,0.679
21201209,1610612758,1610612760,Sacramento,Oklahoma City,4/15/13,2012,9,199,29,104,0.75,23,95,0.571,19,20,10,6,18,21,8,0,15,90.048,95.2704,0.484125,0.477189655,0.111051883,0.157446594,0.727272727,0.66,0.741,0.346
21201210,1610612762,1610612750,Utah,Minnesota,4/15/13,2012,-16,176,6,80,0.778,21,96,0.913,21,18,7,3,18,23,11,2,18,88.2432,90.3552,0.440373333,0.487480519,0.135987815,0.110674316,0.921052632,0.926829268,0.37,0.531
21201211,1610612745,1610612756,Houston,Phoenix,4/15/13,2012,7,231,19,119,0.783,29,112,0.652,21,23,11,9,19,23,5,11,21,100.9152,105.7152,0.5318,0.526733696,0.10900241,0.151350042,0.804878049,0.760869565,0.309,0.556
21201212,1610612759,1610612744,San Antonio,Golden State,4/15/13,2012,10,222,19,116,0.833,26,106,0.615,30,18,9,7,17,13,13,1,18,100.7232,104.3712,0.593941176,0.49977551,0.208492185,0.143717807,0.814814815,0.763157895,0.568,0.716
21201213,1610612761,1610612737,Toronto,Atlanta,4/16/13,2012,-17,209,24,96,0.739,22,113,0.852,24,23,8,1,19,27,7,10,20,91.3152,93.9648,0.449068182,0.577038462,0.120461873,0.191561095,0.736842105,0.725490196,0.543,0.407
21201215,1610612757,1610612746,Portland,L.A. Clippers,4/16/13,2012,16,170,19,93,0.8,30,77,0.667,18,15,10,4,12,15,6,0,16,82.176,85.056,0.512259494,0.45889726,0.170366044,0.164597442,0.880952381,0.666666667,0.679,0.407
21201216,1610612738,1610612761,Boston,Toronto,4/17/13,2012,24,204,18,114,0.786,26,90,0.692,19,28,5,5,14,13,7,2,22,88.6272,89.9712,0.57494375,0.481690476,0.10154896,0.144490681,0.804347826,0.763157895,0.415,0.506
21201217,1610612765,1610612751,Detroit,Brooklyn,4/17/13,2012,4,202,21,103,0.739,28,99,0.75,17,23,13,3,24,32,17,5,24,98.9952,100.8768,0.530333333,0.480416667,0.232334497,0.228000888,0.72972973,0.725,0.598,0.354
21201218,1610612737,1610612752,Atlanta,New York,4/17/13,2012,6,190,31,98,0.688,21,92,0.941,14,16,8,3,16,17,7,2,15,90.2784,90.7008,0.478450549,0.422083333,0.132922161,0.132303133,0.693877551,0.703703704,0.659,0.537
21201219,1610612739,1610612766,Cleveland,Charlotte,4/17/13,2012,7,203,11,105,0.767,28,98,0.667,24,30,8,4,14,18,9,3,24,90.432,92.0832,0.561794521,0.538025,0.165870488,0.130316931,0.891891892,0.815789474,0.256,0.293
21201220,1610612753,1610612748,Orlando,Miami,4/17/13,2012,12,198,14,105,0.474,31,93,0.44,23,19,7,12,18,25,5,1,22,87.7056,89.28,0.614961538,0.532,0.125419586,0.145609319,0.777777778,0.846153846,0.805,0.244
21201221,1610612755,1610612754,Philadelphia,Indiana,4/17/13,2012,-10,200,23,95,0.63,17,105,0.786,16,27,8,4,14,14,9,6,23,91.0848,93.2736,0.4875375,0.553052941,0.175660483,0.171538356,0.743589744,0.711111111,0.605,0.415
21201222,1610612764,1610612741,Washington,Chicago,4/17/13,2012,3,187,19,95,0.737,26,92,0.765,17,19,5,2,22,17,7,5,17,85.7856,89.7408,0.518884615,0.465223529,0.174854521,0.089145628,0.825,0.714285714,0.549,0.354
21201223,1610612762,1610612763,Utah,Memphis,4/17/13,2012,16,156,36,86,0.7,22,70,0.654,15,20,7,8,24,26,6,6,18,81.408,81.0624,0.428833333,0.34025,0.135121855,0.148034107,0.690909091,0.612244898,0.683,0.524
21201224,1610612740,1610612742,New Orleans,Dallas,4/17/13,2012,12,186,32,99,0.818,24,87,0.75,11,11,12,5,23,28,5,3,17,87.2064,86.7072,0.548585366,0.392833333,0.126137531,0.219128285,0.545454545,0.825,0.5,0.329
21201225,1610612750,1610612759,Minnesota,San Antonio,4/17/13,2012,-13,203,12,95,1,20,108,0.75,26,22,5,2,22,16,11,2,17,97.6128,97.9584,0.462316456,0.527967033,0.174157488,0.12250098,0.818181818,0.902439024,0.707,0.378
21201226,1610612749,1610612760,Milwaukee,Oklahoma City,4/17/13,2012,-6,184,30,89,0.857,16,95,0.722,18,14,8,2,14,18,5,3,11,86.5536,84.4032,0.432870787,0.482764706,0.092428276,0.142174704,0.645833333,0.734693878,0.732,0.463
21201227,1610612756,1610612743,Phoenix,Denver,4/17/13,2012,20,216,35,118,0.8,28,98,0.647,29,20,8,8,13,17,8,5,18,98.688,99.3408,0.548505376,0.418653846,0.162127108,0.120796289,0.661016949,0.642857143,0.695,0.305
21201228,1610612745,1610612747,Houston,L.A. Lakers,4/17/13,2012,4,194,26,99,0.676,27,95,0.708,21,34,6,6,17,24,6,5,28,95.9616,94.6176,0.422644444,0.464535714,0.12505002,0.137395157,0.816326531,0.685185185,0.549,0.549
21201229,1610612746,1610612758,L.A. Clippers,Sacramento,4/17/13,2012,-4,220,23,108,0.76,23,112,0.667,25,25,5,4,20,18,5,3,20,95.04,94.0032,0.499539326,0.568181818,0.115740741,0.138293164,0.744186047,0.733333333,0.341,0.683
21201230,1610612744,1610612757,Golden State,Portland,4/17/13,2012,-11,187,20,88,0.857,18,99,0.769,21,14,2,5,13,13,7,3,17,92.3136,92.8512,0.463585366,0.478435484,0.151656961,0.129239041,0.72,0.863636364,0.402,0.573
21300275,1610612759,1610612750,San Antonio,Minnesota,4/8/14,2013,19,201,27,110,0.808,23,91,0.6,19,26,9,3,18,25,8,7,22,97.3824,93.12,0.489445055,0.468660494,0.15403194,0.171821306,0.765957447,0.619047619,0.506,0.769
21300677,1610612765,1610612737,Detroit,Atlanta,4/8/14,2013,-7,197,33,95,0.75,26,102,0.688,14,24,9,5,23,32,13,4,20,94.6176,95.1168,0.432533708,0.464889535,0.169101732,0.157700848,0.659574468,0.685185185,0.442,0.372
21300697,1610612751,1610612754,Brooklyn,Indiana,2/1/14,2013,1,193,18,97,0.865,17,96,0.913,15,37,7,5,20,23,15,7,28,96.2688,92.2752,0.445547945,0.487402597,0.238914373,0.16255722,0.85,0.636363636,0.783,0.444
21300698,1610612760,1610612764,Oklahoma City,Washington,2/1/14,2013,15,177,19,96,0.667,28,81,0.882,19,9,9,2,18,17,4,5,18,91.1616,91.6608,0.505898876,0.422692308,0.10969531,0.229105572,0.760869565,0.813953488,0.5,0.776
21300699,1610612750,1610612737,Minnesota,Atlanta,2/1/14,2013,7,233,29,120,0.833,30,113,0.846,25,30,12,4,27,39,9,7,24,99.072,99.9936,0.515875,0.475714286,0.1312177,0.170010881,0.70212766,0.680851064,0.543,0.489
